sentence,target
They have never been easy to clean.,1
They required a great deal of soaking and gentle nylon abrasion over a day or more if something got really stuck.,0
I have never been happy with the surface for sauteeing tasks ( although the heating is very even and the pans sit nicely on the burner...the structural integrity is just wonderful ).,1
"Now, the anodization has completely worn off the bottoms of the saucepans ( the most-used pans for everyday ), and is starting to come off the skillets.",0
"After a few years, I gave up completely and now we just stick them in the dishwasher.",0
Who cares??,0
"No matter what we did, they seemed to wear out anyhow.",1
I will never purchase anything again requiring this degree of care.,1
"After reading other Epinions, our next purchase will definitely be All-Clad stainless.",0
"I recently received a heavy, multi-ply stainless steel griddle as a gift, and am so happy with its performance.",0
Thanks for reading and I hope this helps you in your decision.,0
"As someone who loves to cook and enjoys entertaining, I am always trying new recipes.",0
"I have tried many different types of cookware including Revere Ware and T-FAL, both were fine but I wanted to upgrade to""restaurant quality"" cookware.",0
Calphalon was my first choice.,0
The look of it combined with the reputation I was convinced it had made me want it in my own kitchen.,0
I bought it piece by piece.,0
"Knowing which pans I would use most, allowed me to purchase just the ones I wanted, as each went on sale.",0
Some even came with videos on how to cook in it and clean it.,0
"Of course, I, being the chef in my own mind, was sure I did not need to view it, but did just for fun.",1
"As I watched, I saw that I needed to use a ScotchBrite pad ( included with the pan and video ) and was told not to ever use dish liquid or put it in the dishwasher, at that point I began to wonder if these pans were going to be a hassle to clean.",1
"But they looked so beautiful hanging from a stainless steel rack, I figured it would be worth it.",0
As I began cooking with my Calphalon I started to become more and more disillusioned.,0
"This commercial-type, quite expensive cookware was not only a chore to clean due to having to use special""equipment"", but it seemed as though just about everything I created stuck to the pans.",1
"Granted, I was well aware that it was not non-stick, however it truly was incredibly daunting to have to be scraping the bottom and sides of the pan, rather than just stirring the food inside.",1
I found myself using it just for certain types of cooking and for certain dishes.,0
"Basically, I personally am disappointed in the Calphalon Commercial Hard-Anodized pans.",0
"However, I have recently purchased a Calphalon Hard-Anodized Non-Stick Wok and I love it.",0
It looks beautiful hanging with the others and it used much more.,0
"Recently got married and registered for the obligatory kitchen"" stuff"", including a set of calphalon hard-anodized cookware.",0
"I must say I am underwhelmed, considering how much they cost.",0
-- Cool things about the pots'n pans:,0
*/SYM Glass lids!,0
I didn't know what I was missing with my old target pots and pans.,1
"When cooking, I want to check the status of the food often and the glass lids are a simple but amazingly effective feature.",0
*/SYM The handles don't get hot when the pots are.,0
"*/SYM While they're not dishwasher safe ( see below ), they are amazingly easy to clean, cooked in food does slide right off the surface.",1
*/SYM Very sturdy.,0
"You can't knock it off the stove accidentally, and nothing you do to these pots is going to damage them ( well, except use metal utensils in them:-)",1
-- Not so cool things about the pots'n pans:,1
*/SYM heaaaavy.,0
I have to use two hands to move the larger saucepan when it's full of water.,0
*/SYM Not dishwasher safe.,1
"Aww, shucks.",0
"I've long been one of those people who says"" Hey, why bother scrubbing pots if we have a dishwasher, so what if we can only fit 4 things in before having to reload.."" so I've found this to be a fairly big drawback.",0
"*/SYM You can't use metal utensils in them - I'm lazy, I used to grab a spoon from the silverware drawer to stir.",1
Now I have to use an actual *gasp* plastic or wooden spoon.,0
*/SYM Cost.,0
$ 200 for a *pot*??,0
"So overall, I'm sure the calphalons are great for professional cooks who are constantly making things that require these heavy duty pots and pans ( the same type of person who probably pays someone else to wash the dishes ), but for the average joe it's probably not worth it.",1
I'd rather buy a set at target and replace it every year for the convenience of being able to put them in the dishwasher and their lighter construction.,0
"The glass lids is the one feature that keeps me using the calph's, so if I ever find a cheaper, lighter, dishwasher safe set with glass lids..",0
"I bought this cookware set because I finally graduated college, got married and decided that I was finished using the"" cheapies"".",0
I decided on this brand because quite a number of professional chefs I know also have these pans in their home kitchens.,0
I was originally very impressed with the set and loved the design and heaviness.,0
After many uses I have now discovered several items worth mentioning to potential buyers.,0
"First, on the positive side, I must say that the heat distribution is great and this cookware cooks very evenly.",0
"And, as I mentioned before, stylistically they are quite lovely to look at.",0
They add a touch of class to any kitchen.,0
A problem I have discovered and have been greatly disappointed with is the heat retention and conduction of the handles.,0
I have been burned several times now by grabbing on to the handles which appear to have been designed to avoid just such accidents.,0
I don't know why this occurs but it is a hazard and I have to constantly remember to grab a pot holder before grabbing the handle of the pan or pot.,1
I do A LOT of cooking and this is a huge problem for me.,0
I always wanted professional cookware.,0
Now that I have it - I have the professional burns and scars that come with it!,0
The danger of using this product ( because they are made to conduct heat and distribute it evenly ) is the handles.,0
EVERYTHING on these pots and pans gets hot.,0
Until I became fairly use to this my family thought I was going to lose my hands and fingers while cooking.,0
Don't get me wrong I like the finished product of using my new cookware.,1
"It is just the means to the end that is hard for me to overcome, at least until I get it in my head that the handles are VERY HOT!",0
The food comes out wonderful and takes less time to prepare.,0
But you think it wouldn't matter whether the handles conducted heat evenly!,0
Just do something with those handles so we don't have to have the professional scars that come with restaurant-like food.,0
I've enjoyed cooking with Le Creuset cookware.,0
It's solid.,0
It cooks well.,0
It works.,0
"It's also heavy to the point where the usage is impaired, the enamel coating doesn't last as long as it should for the price, and some of it is just plain ugly ( see especially the flame orange colour ).",1
"And the pans with wooden handles will outlive the handles, another thing not commensurate with the price.",1
"I got rid of most of my Le Creuset in a move -- it is the last cookware you'll ever want if you move a long distance, and the last cookware you'll ever want if you move frequently.",0
"Most of mine was actually inherited, which is a bit of a rare thing with pots and pans, and that says nice things about the quality.",0
"That I parted ways with these particular family heirlooms doesn't, though.",1
"The handles were starting to go, as was the enamel coating which never stuck me as a good idea in the first place; it is only marginally more'non-stick' than uncoated metals.",1
"And it was just too heavy: it worked well to slow-cook a curry, but boiling something that might require draining -- well, forget it.",0
"I did put pieces in the oven, a nice bit of functionality, but they were so unpleasant to take out of the oven that I gave up.",0
"You may enjoy one or two pieces of Le Creuset for things that want to be slowly cooked at a low, constant temperature, and if you are the type to constantly have an unmoving pot ( of soup stock, porridge, anything ) on your stove, this may also be your cookware.",0
"A small pan would probably turn out some lovely sauces, though only in small quantities -- anything much over a quart suffers from the weight problem so much that it's not worth it.",1
"I haven't quite been able to duplicate some of the stews and curries made in the Le Creuset pans, but it's a small price (unlike the retail selling one... ) to pay to be free of pots that were so heavy as to be immobile and unwashable.",1
"Yes, Le Creuset is attractive, long lasting and comes in a variety of lovely colors, and are suitable for most heat sources.",0
"However, as a classically trained chef and manager of a cookshop, I feel that the disadvantages to owning it far outweigh the advantages.",0
"It is obviously extremely heavy on it's own without any food in it, and the price tag is quite hefty as well.",1
"Furthermore, if you should happen to chip or crack it in any way, having it re-enameled is as costly as replacing it.",0
Another problem...what if you decide to redecorate your kitchen and it's color scheme?,0
I suggest that you are far better off with stainless steel or anodised cookware.,0
"They can be found in a variety of price ranges, suitable for all heat sources, and fit in with all color schemes.",0
"I received a Smoothie Elite as a Christmas gift and was mildly appreciative of the gesture, but needed a blender, so I didn't return it.",1
"After using it once, I figured out it would never replace a true blender in my kitchen.",1
Now it's just a prop at my bar.,0
"The 500-watt pulse-power motor with 3 speeds (on, mix, and smooth ) is loud - almost whiney - more so than other blenders.",0
"What does""mix"" and"" smooth"" mean anyway?! Give me high and low and we're talking.",0
56 ounce / 7 cup capacity is quite sufficient.,0
"Unique stir stick breaks up air pockets, increases mixing efficiency.",0
But this thing is a nuisance - just gets in the way.,0
I usually just keep the alternate removable lid center on it.,0
"The dispenser valve serves smoothies without a mess, but keeps on serving when you don't want it to.",1
From day 1 the valve dripped onto the counter after using it once.,0
"It's difficult to clean, as well.",0
You have to disassemble the entire valve - a 15-minute ordeal.,0
The base is oversized and bulky.,0
The owner's manual suggests not using a dishwasher to clean.,1
Great...so much for convenience!,0
As you can see by the title here I'm not a fan of Farberware cookware.,1
Purchased a set in May and it has not held up to its reputation.,1
"I don't know what they are doing or not doing, but this set left a bad experience for me.",1
"Can't go in the dishwasher, can't use oil or sprays in it.",1
It scratches easily and stains and peels.,0
This cookware is not a cooks friend what so ever!! Shipped set back to Meyer corp.,1
"and would you believe they didn't stand behind their"" Lifetime Limited Waranty"" due to their explanation of telling me that is was not defective.",1
"Well if peeling and scratching aren't covered under this""WARRANTY"" after less than 3 months use then I have no clue what is covered.",1
It cost me over $ 15 to return and they send me back the exact set.,0
Is this customer service?,0
Is this what we buy now is use for less than 90 days and throw the cookware away?,0
"If you are considering purchasing this"" stuff"" I'd think twice.",0
It's not worth the price or the hassel,1
Lodge is celebrating 100 years of making pans cast from iron.,0
They even have a special cookbook to go with the Lodge pans which is available at the web site.,0
"Lodge makes the entire pan in a cast ( mold ) which is where the cast name comes from, and the pan is made out of iron.",0
Why should you care about a pan being a cast iron?,0
Well--lots of pans fall apart.,0
Pieces come off.,0
The finish flakes off.,0
That doesn't happen with a pan cast in one solid piece and made of iron.,1
As for the iron--iron has been used for centuries in cooking.,0
It holds up to the heat and it absorbs the heat and cooks evenly.,0
It is not a smooth finish like most pans.,1
It has pores which absorb oil ( which means these pans get better over time ).,0
Also the iron gets in the food ( faint traces ).,0
"This is fine and actually a good thing, since we all need iron in our diet.",0
"If you are anemic, then you might want to consider cast iron for cooking.",0
Lodge makes a variety of sizes from the tiny one you see in the product to picture up to the large size in the picture.,0
I do like the small size for meling butter for popcorn or for frying onions to go on a sandwich.,0
The larger sizes are a problem though due to the weight.,0
Cast iron is heavier than other types of cooking materials.,0
Lodge also has the cookbook plus items like covers for the pans ( though I just use a regular lid ).,0
They have other kinds of pans like a wok and Dutch oven.,0
Actually the 20SK2 is not even pictured for you to look at.,1
It is a two handled huge sized pan.,0
It is 20 inches in diameter and 2 1/4 inches deep.,0
In other words this pan is almost 2 feet across.,0
"Since cast iron is heavy, this pan weighs in at 27 pounds and then more when filled with food.",0
I would suggest the Lodge 3 piece pan set.,0
"That comes with 3 pans that are approx 8, 10, and 12 inches.",0
Those are the sizes I generally use.,0
The small size is nice.,0
The large ones are just too heavy.,0
"If I have to cook those kinds of quantities, then I use a stew pot and make soup or stew or something like that.",0
"For a large skillet meal, I'd go with a lighter weight cookware product.",0
Maybe the model number is a mistake on this item.,0
Note that you see a price of $ 5 to $ 35.,0
"Well, that jumbo Lodge runs almost $ 160.",0
"But this model number is the big pan, and I would not use that order number unless you really do want this really large pan.",1
The only way I could see this pan as a good buy is if you own a restaurant.,0
Even then I don't think you could hire many people who could really handle 27 pounds of pan.,1
"Not only is it hard to move the pan around to cook, it is really hard to wash such a large and heavy pan.",1
Don't give up on cast iron based on this pan.,1
Check out my review and others on other Lodge pans.,0
They really are fabulous pans.,0
Cast iron does require seasoning with lard or crisco ( and not just oil ).,1
You rub that in and then heat the pan on 200 degrees for a couple of hours.,0
A newly seasoned pan is best for meat of deep frying ( they do have a deep fryer in fact but you can use the regular fry pan ).,0
To start with you want to build up the oil base.,0
Then you can cook most anything in the cast iron.,0
"Tomato based products tend to break down the seasoning, but other items are fine.",0
"Although some people do baby the cast iron and scrape out and wipe or use a special sand cleaner, I just wash mine right in the sink.",0
I don't let them sit in the water though as that can cause rust.,0
"If a pan does rust, then just use a brillo pad and rub down.",0
Then reseason.,0
They can be recovered easily as I have had them rust during military transitions when they are in storage for months.,0
Do not buy these spoons if you are looking for a decent product.,1
"Yes these spoons are modestly priced, but the quality is highly lacking.",0
"My first impression, was""what the hell are these""",0
"Upon inspection of the spoons they appear to be a cheap type of""pot metal"" stamping.",0
The finish on most of the spoons was a flat unpolished grey color.,0
The only part of the spoon that was even remotely shiny was the head of the spoon.,0
It looks like a big machine stamped them out and then some poor enslaved Chinese 12 year old was forced to quickly ( and unevenly ) polish just the part of the spoon you put into your mouth.,0
"As was evidenced by each spoon having a very nice""made in China"" sticker on it.",0
"However each spoon on the bottom has unevenly stamped into it the words,"" stainless steel"" which is about the only indication that these are actually stainless steel.",0
To be honest I think that it is stamped there just to make you believe that they are stainless steel and keep you from immediately demanding a refund.,0
We received this Farberware stainless steel set when we got married and found them to be great at first.,0
"However, we did end up having some problems with them.",0
The main problem we had was with the handles coming unscrewed.,0
We kept screwing them back in time after time and they kept loosening up.,0
We ended up having to send three of the pans back for repair--which they did gladly ( we had to pay to ship them for repair ).,0
"So on this note, we were very pleased with the warranty.",0
The other problem we had was with the smallest sauce pan.,0
"One day, we noticed that the lip of the pan was cracking at the top.",0
"Since we had always followed the care instructions, I'm not sure why this happened.",1
"However, we do use babysitters who have used our pans so maybe they caused the problem.",0
Who knows?,0
"But, we are still waiting to get our replacement pan from Farberware since the repair place couldn't repair it.",1
"On a more positive note, I have loved the fact that these pans aren't too heavy.",0
We have some Scanpan 2000 pans that are sooooo heavy ( I know they have some lighter ones now )!,0
"Also, this set seems to have everything you need for basic cooking in the kitchen.",0
The only thing I wish it had was a small omelet pan.,0
I would recommend not placing these pans in the dishwasher.,1
"Although the instructions do say""dishwasher safe,"" I think they will last longer if you wash them by hand.",0
"For the price, I think this is a worthwhile set.",0
"However, you may have some problems like I did.",0
At least the warranty is what they say it is and that gives me more confidence in the product,0
"If you like washing dishes all of the time, this cookware set is for you.",0
"Yes, they cook great and they are classics, probably before the turn of the century!",0
Don't buy if you cook low fat meals as you must use oil to keep everything from sticking.,1
"You can wash in the dishwasher and use metal tools, but I bought non-stick skillets because I was tired of scrubbing and soaking before I put them in the dishwasher.",0
My mom told me the other day that she had a set that she bought before I was born ( 1950's ) and I don't remember ever seeing them.,1
She said because she spent all of her time scrubbing and soaking them so now she uses non-stick.,0
They are great for frying and browning foods but do yourself a favor and purchase some additional non-stick cookware too.,0
When I got married my mother bought me a set of Revere Ware and my mother-in-law bought me a set of Farberware.,0
Each swore up and down that their choice was the best set of dishes on earth.,0
"Well after 4 years of testing, I have to say that my choice is Revere Ware!",0
I found the Farberware to not be so durable.,1
"For starters, the handles fell off two pans.",0
"Second, I dropped a Farberware pan once and it cracked in the rim.",0
"Third, I dropped my farberware skillet and revere ware skillet one day while cleaning.",0
My farberware skillet is now oval not round.,1
My revere ware skillet is just fine.,0
"Fourth, I found that the Revere Ware heats through faster and more evenly.",0
My recommendation to anyone who wants a durable long lasting set of pots and pans - that they choose Revere Ware.,0
My mother has been using her pots for 26 years.,0
They look great and work wonderfully!,0
I've had these for 20 years now.,0
"I always thought they were very good, until I tried All-Clad.",0
I never knew any better.,1
"For novice cooks, these Farberware pans are good, durable, inexpensive, competent products.",0
"For more experienced cooks, well...",0
My biggest complaint is that the sides of the pans are thin stainless steel - the aluminum bottom is just that - on the bottom.,0
"This causes sauces, soups, etc - anything liquid in the pan - to scorch along the outside edge.",0
"Any serious cook will spend the extra cash on All-Clad - at least for a few key pieces, such as a Saute Pan, Fry Pan, and a good Sauce pot.",0
"However, if you need a good set of pots ( starter set? ) and you need a whole set for $ 100 or so, instead of $ 100 per pot, these are very adequate.",0
"Desperately in need of new cookware, I added Farberware to my Christmas",0
list a few years ago.,0
I wanted something that would last and wear well.,0
"To my surprise I received two sets of cookware, one Farberware Classic and the other a brand I'd never heard of called Meyer Bella Cuisine.",1
Both are stainless steel.,0
"While I have enjoyed using the Farberware, I find that the other brand is heavier and nicer to use.",0
For the most part I have put my Farberware away.,0
"Though I didn't personally have to pay for the Farberware, for my money I would go with another brand that is not so expensive.",1
The Farberware is thinner and just feels of lesser quality when you handle it.,0
"Considering the expense that this brand costs, check out other brands.",0
You can find better quality for less money,0
Dear Calphalon ,0
We regret to inform you of the demise of your product.,0
I hope you can take comfort in the fact that it performed bravely under adverse conditions..,0
"In our household, the cooking and clean-up chores fall mainly upon me, THE MAN.",0
"you know, the one who throws everything into the dishwasher.",0
"I don't complain about this chore, it's the hand washing that bothers me.",1
"I mean, why have a dishwasher if you can't wash the dishes in it.",1
"I can tell you, this has been the subject of many conversations in our house.",0
"My better half claimed that she would hand wash any Calphalon  cookware, but after three days, I figured it was either throw it in the dishwasher, or succumb to the science experiment that had formed in the dregs of the Spanish rice.",0
"In the dishwasher with you, I muttered.",0
""" Honey, did you put this pot in the dishwasher?""",0
This was the first indication that maybe; just maybe I was busted.,0
""" Give me a minute, I need to see a man about a horse"" There, that might stall her, take a magazine in with me.",0
Grunt..readfinishedflush..wash..Open door,0
""" Honey, did you put this pot in the dishwasher?"" damn 30 minutes wasted.",0
""" Um, er, um yes I did"".",0
Would you like to see why I asked you not to put it in?,1
"It wasn't the peeled and beaded non-stick surface that bothered me, it was the look in her eyes, like I had just eaten the last Reese's miniature without asking her if she wanted it first.",1
"I will admit, this cookware was fantastic, I mean, nothing stuck to it.",0
"It has a nice weight, attractive in appearance and truth be told, hand cleanup is a breeze ( of course, she is the one who washes?",0
it ).,0
"At least it was, now it just takes up space.",0
"You see, I am afraid to use it now.",0
"I just don't like to see disappointment in her eyes, and I am stuck using the same three pots, over and over and over.",1
"I can recommend this product to the household that does not own a dishwasher, or the single female.",1
"But if you have a flesh eating, beer swilling, belching male in the household, DO NOT BUY THIS PRODUCT at least not if you want to keep it around as more than an expensive paperweight.",1
"I used to own a restaurant, and for the same amount of money, we will be able to outfit our kitchen in stainless steel cookware and I will be able to do the dishes without feeling guilty (yes I do feel guilty now, imagine ).",1
"In closing, Mrs. Calphalon, please take comfort in the fact that your product performed above and beyond the call of duty, and I was proud to serve ( carrots, spinach and even potatoes ) with it.",0
"If I can be of further assistance, feel free to contact me.",0
"Until then, I am sincerely Yours Briansdad Dept. of Destructio",0
My wife and I received the wonderful gift of a ten piece set of Calphalon for a wedding present eight years ago.,0
It was a joy to cook with in the beginning.,0
It is now time to trash these pots and pans and buy a new set - a more durable one!,0
Had I known that you cannot put them in the dishwasher - nor can you cook on high heat - I would have pampered this stuff.,1
"No, on second thought, even had I known, I wouldn't have.",0
I don't have the patience to hand wash large skillets and stock pots.,1
I think the replacement set will be a less expensive brand which is much more durable.,0
"And if I have to throw it away, I won't feel as bad.",1
I received this set of Pans three years ago for Christmas.,0
( Was my husband trying to tell me something? ),0
I love them.,0
Mine are hanging from a beautiful copper pan wrack from my ceiling and they still look like new.,0
The wedge of copper between the stainless steel in the bottom of the pan helps the food to heat up faster.,0
It really does...don't leave them alone for a long period of time.,1
I have taken good care of my pans and I am sure that they look like new because of that.,0
I always wash mine by hand.,0
The particles of food in a dishwasher can scratch the surface.,0
"Most spots can safely be removed by Cerama Bryte, a ceramic cooktop cleaner.",0
I also try to use heavy duty plastic or wooden spoons and spatulas because scraping the bottom with a metal utensil will scratch the surface.,0
"If you enjoy cooking with good, heavy duty pans and are willing to take good care of them, then they will definitely be worth the money.",0
"If you don't want to take the time to wash by hand and don't care what your pots and pans look like, you might want to invest in something less expensive.",1
They were the perfect set for me!,0
"The All-Clad Stainless 1-Quart Sauce Pan is what I consider the""baby"" of the saucepan line, though there is a 1/2-quart model as well as a one-cup butter warmer.",0
The one-quart pan is about as low as I care to go in the All-Clad limbo I play.,0
Starting Out Small,0
I did not start my All-Clad cookware collection in a small way by any stretch of the imagination.,1
"I bought a set, but I lucked into a low price and couldn't pass on it.",0
"If I hadn't had that kind of luck, I would have started out with the All-Clad Stainless 1-Quart Sauce Pan, a dependable, often-used size pan in my kitchen.",1
"Many a""non-gourmet"" meal simmers away in this handy piece of aluminum clad in stainless steel.",0
"When pregnant with my first child, I craved ravioli, and not the home-made or even frozen variety...",1
"Chef Boyardee and I became chummy for many months, and his concoction ( no, I don't want to know what's in it ) simmered to preservative-laden perfection within my All-Clad Stainless 1-Quart Sauce Pan.",1
"So too, condensed soup schlogs into this gleaming beauty.",0
Add a can of water and presto!,0
Chicken noodle soup ( in a pinch...,0
and with just a pinch of actual chicken ).,0
"No Way, I'm No Gourmet -- All-Clad Doesn't Belong in My Kitchen",1
"Don't let anyone try to convince you that All-Clad cookware is""yuppy"", for those who have everything, or""out of the regular person's league"".",1
"It's pricey, yes, but beyond that, it can be the cookware that allows you to enjoy cooking.",0
"You just may become a gourmet, if that's the direction you want to go.",0
Why is this All-Clad sauce pan so good?,0
"First, the construction of the All-Clad Stainless 1-Quart Sauce Pan is top quality.",0
"The heat conducting metal, aluminum, is at the core of each pan.",0
Surrounding the aluminum is a layer of stainless steel -- inside and outside.,0
"This makes a three-layer, bonded piece of cookware that heats quickly, holds the heat, cooks evenly, and looks fantastic while doing it.",0
"And the part that isn't supposed to heat -- the stay-cool handle -- doesn't get hot, unless you use the All-Clad Stainless 1-Quart Sauce Pan in the oven.",1
A short summary of the All-Clad Stainless 1-Quart Sauce Pan:,0
 aluminum core for excellent heat conducting purposes,0
 stainless steel surrounding the aluminum core (3-ply construction ),0
 stay-cool handle,0
 oven-safe,0
 energy-saving ( requires lower heat throughout cooking than does other pans ),0
 All-Clad lifetime warranty covering manufacturer's defects,0
What you don't get with this All-Clad Stainless 1-Quart Sauce Pan,1
 a lid ( Usually All-Clad saucepans come with a lid.,0
Mine didn't.,1
Lids are available separately for about $ 25.),0
" scorching food, unless left on too high heat for too long",0
"""hot spots"" in the pan that burn or scorch",0
 difficult clean-up...,0
very little elbow grease required,0
What's the Big Deal about This Sauce Pan?,0
"Right now, the big deal is that I bought another one of these for $ 25 as a"" try me"" deal at Amazon.com.",0
"It's a much-used size in my kitchen, and it makes sense for me to have two of them.",0
"At this price, I couldn't pass!",0
"No lid on this one, either, but that's okay ( the regular price on the 1-quart is roughly $ 60 ).",1
"Aside from my luck running over once again, you'll find that the All-Clad Stainless 1-Quart Sauce Pan, after getting to know it's abilities on your particular heating elements, won't run over when you're simmering a serving of soup, making a sauce or doing up a vegetable for dinner.",0
"The key to success with this pan, like any other, is to know its capabilities when matched with your cooking appliance, whether it be gas or electric.",0
"I can set a pan of soup on the stove, bring it to a boil and then set it at just about the lowest setting ( gas range ) and know that the soup will just barely simmer.",0
"With my former cookware, I had to adjust the heat often, even after owning the pans for years.",0
I thought something was wrong with me.,0
"I'm not perfect, but those pans were even less so!",1
Is This Pan Right for Me?,0
You have to know your cooking needs before making any cookware purchase.,0
"If you don't make pancakes or grilled cheese, why own a griddle?",1
The same goes for various sizes of pots and pans.,0
"If you have a family of 6 and you rarely make small amounts of anything, the All-Clad Stainless 1-Quart Sauce Pan may not be for you.",1
"But for some purposes, like melting butter, making glazes or few-person servings of soups or vegetables, the All-Clad Stainless 1-Quart Sauce Pan is the perfect size and you'll use it often.",0
"Other than the sizing issue, there's no question that All-Clad is right -- if you want your cooking endeavors to be easier, more satisfying and deliver more wonderful results than you've ever had, it's not only right, it's the only choice.",1
The All-Clad Limbo,0
"What is the"" All-Clad Limbo""?",0
"Maybe you don't know that tune now, but once you begin seriously contemplating an All-Clad purchase you will.",0
Maybe you're there now.,0
"When you make the purchase of the All-Clad Stainless 1-Quart Sauce Pan and begin to use it, you'll get results with your cooking that make you wonder.",0
"What you'll wonder is, when will you pick up your next piece of All-Clad?",0
"As the"" Limbo"" begins, you begin asking yourself,"" Which piece do I want to get next?""",0
"And the tempo quickens when you see the words"" Sale"" or"" Special Offer"" in conjunction with All-Clad cookware.",0
The beat goes on.,0
Do you hear the music?,0
Like popcorn?,0
"If so youll love ( let me repeat that emphatically, LOVE ) Whirley Pop.",0
My husband and I were given the Whirley Pop for Christmas.,0
"Honestly, we had nt been munching much on popcorn recently because my tiny microwave was on the fritz and refused to work on microwave popcorn.",1
The Whirley Pop entered our lives just in time.,0
"Manufactured by Monon, Indiana-based Wabash Valley Farms, the Whirley Pop can be purchased in three sizes  4 quart, 6 quart, and 8 quart.",0
We were fortunate to have been given the 6 quart popper.,0
The popper looks very similar to a small crock pot with a shiny silver finish and flip-top.,0
"The pot itself is dishwasher safe, while the top can be easily removed and should be washed by hand ( its got wooden handles ).",0
The best thing about the Whirley Pop is just how easy it is to use.,0
You may think that that microwave popcorn is a cinch.,0
"Well, check this out.",0
The Whirley Pop makes twice the amount of popcorn in less than five mines.,0
"Instead of using the microwave, you use your stove set on medium to medium high.",0
Simply add at least at least one teaspoon of oil ( at most half a cup ) and your popcorn ( 1/2 cup at most ) and crank the handle until the popcorn is done popping.,0
Voila! Six quarts of sumptuous theater style popcorn!,0
But the fun part is that you can try different recipes and experiment with different oils and salt-based seasonings.,0
"As long as you dont do anything too strange, your popcorn will turn out perfectly.",1
"The manual that accompanies the Whirley Pop suggests canola, coconut, peanut, and olive oil among others.",0
Salt-based seasonings are readily available at the local supermarket in addition to pre-measured packets available at the Wabash Valley Farms website.,0
"Popcorn can be purchased via that site, or for a better price at the local grocery.",0
"Whirley Pop is easy for children to use, but they must be monitored at all times as popcorn is hot and stoves are even hotter.",0
The Whirley Pop is inexpensive and easy to use when compared to air poppers and other electric popcorn poppers.,0
"At just $ 25 or so, this unique appliance can be yours.",0
"Personally, I intend on purchasing this as a wedding gift when friends get married.",0
"Without a doubt, they wont be returning the Whirley Pop.",1
Its uniquely fun and makes the best popcorn you can imagine.,0
"As an added bonus, it also works over a camp stove.",0
Wabash Valley Farms website: http://www.wfarms.com/,0
Whirley Pop Recipes: http://wfarms.com/lib/wfarms/FreeRecipes.htm,0
"October is national popcorn month, but popcorn rocks year round.",0
"My family ate popcorn all the time when I was growing up, and my boys and I continue that family tradition.",0
"Over the years, Ive used and owned all kinds of popcorn contraptions from the yellow plastic air popper to the metal one that you poke in the fireplace.",0
The hands-down BEST popcorn popper is Whirley Pop.,0
Taste is really the key when you get down to it.,0
"Although microwave popcorn is quick and easy, it has a heavy non-natural taste.",0
"If you look inside the microwave bag and see the sticky mess on the sides of the bag, then you know why this stuff is heavy and why eating a lot of microwave popcorn will make you heavy too.",0
"Stovetop and old metal poppers make decent popcorn, but you have to stay on top of things or you end up with burned corn.",0
"I can make a good pan of skillet corn, but it takes some doing.",0
Dont even get me started on the air poppers.,1
That stuff should be used far packing boxes.,0
My review of the Presto is at www.epinions.com/content_40127532676.,0
Whirley Pop has that soft and light taste that you find in some old movie theatersthe ones where they measure the oil and buy popcorn in bulk bags and not the ones that have handy packages loaded with butter flavored oil.,1
The combination of minimal oil and high heat with the hand crank spinner and air vents mean the corn pops fast and fluffy.,0
"While the kernels are not the steroid version you see in Orville Redenbockers bags, they pop big for real corn.",1
"Although I like plain popcorn best, you can use the base corn from Whirley Pop and make loads of variations.",0
These range from sprinkling cheese on after to mixing up as trail mix or baking a chocolate popcorn treat in the oven.,0
Microwave and air popped corn dont work well for variations.,1
"Any old standard popper or stove pan with lid will make the corn for recipes, but Whirley Pop produces better corn.",0
"If you like to play around with your popcorn, then Whirley Pop includes a nice recipe booklet.",0
They also have a website with free recipes at www.popcornpopper.com.,0
My favorite Halloween project using popcorn is at http://www.epinions.com/content_2209390724,0
"Halloween Scary Hands are easy to make, and even preschool kids can have fun with this easy treat for ghoulies.",0
Im a lazy bum...,0
There are so many options for making popcorn that a complex popper is not going to fly.,1
No one will slave over a popper when those microwave bags are so easy to use.,1
Dont worry.,1
The Whirley Pop is quick and easy.,0
"In fact, you can make popcorn just as fast with the Whirley Pop as you can with the microwave ( if you dont include clean up ).",1
The time runs 4 minutes on average either way you go.,0
Whirley Gig has two main piecesthe bucket and the top with the hand crank.,0
Put 2 tablespoons of oil and  cup of popcorn in the bucket ( or buy the bagged oil and corn combos and pour in ).,0
Snap the lid on.,0
It has two snaps that click on easily.,0
Put the contraption on the stove eye turned to high.,0
"Slowly crank the wooden handle, which is kind of like the crank on an old ice cream bucket.",0
The handle moves the whisk inside and keeps the corn moving around and not stuck to the bottom turning black.,1
Crank faster as the corn starts popping.,0
"When the popping slows down, take the pan off.",0
Open the flip top ( it has two for pouring out the corn ).,0
You have a perfect bowl of popcorn!,0
Another good thing is that you can half the portions and make a small popper of corn.,0
"When the boys are visiting the grandparents, I can still make popcorn and dont end up eating way more than I should.",1
Gee...,0
that was fun!,0
Sometimes I buy those little metal popcorn pans at the grocerythe ones that grow and get bigger as you pop the corn.,0
"Whirley Pop is fun like the growing corn pans, but it s less expensive to use the Whirley Pop and the corn tastes better.",0
"Of course, it s not going to be much fun if someone gets burned.",1
Whirley Pop does get really hot to produce those airy kernels.,0
"The wooden handles dont get hot, but the metal does get really hot.",1
Kids may not remember to hold ONLY the wooden parts.,1
